source,target,year
40. Comparative and Transnational Approaches to the Early,Timothy Roberts,2010
40. Comparative and Transnational Approaches to the Early,Enrico Dal Lago,2010
40. Comparative and Transnational Approaches to the Early,Carl J. Guarneri,2010
40. Comparative and Transnational Approaches to the Early,Rachel Hope Cleves,2010
40. Comparative and Transnational Approaches to the Early,Amy S. Greenberg,2010
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Wendy A. Woloson,2010
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Courtney Fullilove,2010
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Will Mackintosh,2010
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Jennifer Manion,2010
41. Dirty Rotten Scoundrels: Criminality and Social Change in the,Wendy A. Woloson,2010
"42. Managing Space, Managing Bodies in Early Republic Cities",Mary Kelley,2010
"42. Managing Space, Managing Bodies in Early Republic Cities",Rebecca Edwards,2010
"42. Managing Space, Managing Bodies in Early Republic Cities",Michelle Branch,2010
"42. Managing Space, Managing Bodies in Early Republic Cities",Rachel Remmel,2010
"42. Managing Space, Managing Bodies in Early Republic Cities",Julie Miller,2010
43. Behind and Beyond the Camera: Rethinking Antebellum,Shirley Teresa Wajda,2010
43. Behind and Beyond the Camera: Rethinking Antebellum,Marcy Dinius,2010
43. Behind and Beyond the Camera: Rethinking Antebellum,Mary Niall Mitchell,2010
43. Behind and Beyond the Camera: Rethinking Antebellum,Laura Saltz,2010
43. Behind and Beyond the Camera: Rethinking Antebellum,Ann Fabian,2010
43. Behind and Beyond the Camera: Rethinking Antebellum,Rosemarie Zagarri,2010
44. More Than an Abolitionist: Frederick Douglass and the Impulse,Paul Finkelman,2010
44. More Than an Abolitionist: Frederick Douglass and the Impulse,Jack McKivigan,2010
44. More Than an Abolitionist: Frederick Douglass and the Impulse,Roy E. Finkenbine,2010
44. More Than an Abolitionist: Frederick Douglass and the Impulse,Larry E. Hudson,2010
44. More Than an Abolitionist: Frederick Douglass and the Impulse,L. Diane Barnes,2010
45. Workshop: Poor Women in Early Republic Cities,Gloria L. Main,2010
45. Workshop: Poor Women in Early Republic Cities,Ruth Herndon,2010
45. Workshop: Poor Women in Early Republic Cities,Monique Bourque,2010
45. Workshop: Poor Women in Early Republic Cities,Katie M. Hemphill,2010
45. Workshop: Poor Women in Early Republic Cities,James Schaefer,2010
45. Workshop: Poor Women in Early Republic Cities,Poor Mothers,2010
45. Workshop: Poor Women in Early Republic Cities,John E. Murray,2010
45. Workshop: Poor Women in Early Republic Cities,Tim Lockley,2010
46. Mutual Accommodation Societies: American Jews and the Early,Leo Hershkowitz,2010
46. Mutual Accommodation Societies: American Jews and the Early,William Pencak,2010
46. Mutual Accommodation Societies: American Jews and the Early,Howard Rock,2010
46. Mutual Accommodation Societies: American Jews and the Early,Edith Gelles,2010
46. Mutual Accommodation Societies: American Jews and the Early,Michael Hoberman,2010
"47. Race, Science, and National Expansion",John Lauritz Larson,2010
"47. Race, Science, and National Expansion",Gregory Ablavsky,2010
"47. Race, Science, and National Expansion",Paul Naish,2010
"47. Race, Science, and National Expansion",Sean Harvey,2010
"47. Race, Science, and National Expansion",John Lauritz Larson,2010
"48. Making Things, Remaking a Nation",Christopher Clark,2010
"48. Making Things, Remaking a Nation",Robyn Davis McMillin,2010
"48. Making Things, Remaking a Nation",Maartje Janse,2010
"48. Making Things, Remaking a Nation",Gwynne Langley Rivers,2010
"48. Making Things, Remaking a Nation",Christopher Clark,2010
"49. The Brothertown Indians and Citizenship: Race, Property, and",Kathleen Brown-Pérez,2010
"49. The Brothertown Indians and Citizenship: Race, Property, and",Brad D. E. Jarvis,2010
"49. The Brothertown Indians and Citizenship: Race, Property, and",John P. Bowes,2010
"49. The Brothertown Indians and Citizenship: Race, Property, and",David J. Silverman,2010
50. Re-examining Violence and Negotiation in the Trans-Appalachian,Greg W. O’Brien,2010
50. Re-examining Violence and Negotiation in the Trans-Appalachian,Robert M. Owens,2010
50. Re-examining Violence and Negotiation in the Trans-Appalachian,Rob Harper,2010
50. Re-examining Violence and Negotiation in the Trans-Appalachian,Lisa Ford,2010
51. Anglophobia in the Early American Republic,Sam W. Haynes,2010
51. Anglophobia in the Early American Republic,Joseph Eaton,2010
51. Anglophobia in the Early American Republic,Dinah Mayo-Bobee,2010
51. Anglophobia in the Early American Republic,Daniel Kilbride,2010
51. Anglophobia in the Early American Republic,Sam W. Haynes,2010
52. Calculating the Value of Labor in the Early Republic: New,Caroline Sloat,2010
52. Calculating the Value of Labor in the Early Republic: New,Emily Pawley,2010
52. Calculating the Value of Labor in the Early Republic: New,Mary Beth Sievens,2010
52. Calculating the Value of Labor in the Early Republic: New,Jack Larkin,2010
53. Contesting Domesticity: Varieties of Women’s Political Voice in the,Janet Coryell,2010
53. Contesting Domesticity: Varieties of Women’s Political Voice in the,Alyssa A. Samek,2010
53. Contesting Domesticity: Varieties of Women’s Political Voice in the,Ronald J. Zboray,2010
53. Contesting Domesticity: Varieties of Women’s Political Voice in the,Mary Saracino Zboray,2010
53. Contesting Domesticity: Varieties of Women’s Political Voice in the,Janet Coryell,2010
1: President’s Plenary: Black Resistance In The,Amy Greenberg,2021
1: President’s Plenary: Black Resistance In The,Emily Conroy-krutz,2021
1: President’s Plenary: Black Resistance In The,Vanessa Holden,2021
1: President’s Plenary: Black Resistance In The,Vanessa Holden,2021
1: President’s Plenary: Black Resistance In The,Chris Bonner,2021
1: President’s Plenary: Black Resistance In The,Kellie Carter Jackson,2021
1: President’s Plenary: Black Resistance In The,Martha Jones,2021
1: President’s Plenary: Black Resistance In The,Manisha Sinha,2021
1: President’s Plenary: Black Resistance In The,Jonathan Wells,2021
2: New Perspectives On Catholics And Anticatholicism In American Public Life,Kara M. French,2021
2: New Perspectives On Catholics And Anticatholicism In American Public Life,Sarah E. Lampert,2021
2: New Perspectives On Catholics And Anticatholicism In American Public Life,Luke Ritter,2021
2: New Perspectives On Catholics And Anticatholicism In American Public Life,Mitchell Edward Oxford,2021
2: New Perspectives On Catholics And Anticatholicism In American Public Life,Kara M. French,2021
"3: Contesting Time In Antebellum Domesticity,",Jennifer Black,2021
"3: Contesting Time In Antebellum Domesticity,",Justin Clark,2021
"3: Contesting Time In Antebellum Domesticity,",Thomas Allen,2021
"3: Contesting Time In Antebellum Domesticity,",Charlotte Hand,2021
"3: Contesting Time In Antebellum Domesticity,",Kevin Birth,2021
4: In The Wake: African American Communities And,Tamika Nunley,2021
4: In The Wake: African American Communities And,Kevin Vrevich,2021
4: In The Wake: African American Communities And,Bridgett Williams-searle,2021
4: In The Wake: African American Communities And,Marcus P. Nevius,2021
4: In The Wake: African American Communities And,Tamika Nunley,2021
5: Roundtable: The Problem Of “isms”: Democracy,Nancy Isenberg,2021
5: Roundtable: The Problem Of “isms”: Democracy,Eliga Gould,2021
5: Roundtable: The Problem Of “isms”: Democracy,Nicholas Guyatt,2021
5: Roundtable: The Problem Of “isms”: Democracy,Reeve Huston,2021
5: Roundtable: The Problem Of “isms”: Democracy,Laurel Clark Shire,2021
6: Geography Lessons: Spatial Thinking Beyond,Christopher Apap,2021
6: Geography Lessons: Spatial Thinking Beyond,Sean Fraga,2021
6: Geography Lessons: Spatial Thinking Beyond,Emily Wells,2021
6: Geography Lessons: Spatial Thinking Beyond,Tamara Plakins Thornton,2021
6: Geography Lessons: Spatial Thinking Beyond,Christopher Apap,2021
7: Re-contextualizing The American West:,Hemispheric,2021
7: Re-contextualizing The American West:,Honor Sachs,2021
7: Re-contextualizing The American West:,Heesoo Cho,2021
7: Re-contextualizing The American West:,Joseph Ross,2021
7: Re-contextualizing The American West:,Nicholas Dipucchio,2021
7: Re-contextualizing The American West:,Honor Sachs,2021
8: Slavery And The Process Of Emancipation In New,Jared Ross Hardesty,2021
8: Slavery And The Process Of Emancipation In New,Gloria Mccahon Whiting,2021
8: Slavery And The Process Of Emancipation In New,Felicia Y. Thomas,2021
8: Slavery And The Process Of Emancipation In New,Jerrad P. Pacatte,2021
8: Slavery And The Process Of Emancipation In New,Jared Ross Hardesty,2021
9: Reassessing Political Communications In The,Joseph M. Adelman,2021
9: Reassessing Political Communications In The,Catherine Treesh,2021
9: Reassessing Political Communications In The,Michelle Orinel,2021
9: Reassessing Political Communications In The,Grace Mallon,2021
9: Reassessing Political Communications In The,Joseph M. Adelman,2021
10: State Power And State Boundaries,Jane Calvert,2021
10: State Power And State Boundaries,Richard R. John,2021
10: State Power And State Boundaries,John A. Ragosta,2021
10: State Power And State Boundaries,Glen Olson,2021
10: State Power And State Boundaries,Peter Onuf,2021
"11: Travel, Trade, And Faith: U.S. Relations With",Ussama Makdisi,2021
"11: Travel, Trade, And Faith: U.S. Relations With",Dane Morrison,2021
"11: Travel, Trade, And Faith: U.S. Relations With",Maureen Santelli,2021
"11: Travel, Trade, And Faith: U.S. Relations With",Michael Verney,2021
12: Technology Transfers In The Early American,Julia Lewandoski,2021
12: Technology Transfers In The Early American,Sophie Fitzmaurice,2021
12: Technology Transfers In The Early American,Sean Fraga,2021
12: Technology Transfers In The Early American,Jackson Pearson,2021
12: Technology Transfers In The Early American,Roland Bohr,2021
12: Technology Transfers In The Early American,Julia Lewandoski,2021
13: Loyalists And Their Legacy,Benjamin L. Carp,2021
13: Loyalists And Their Legacy,Eileen Ka-may Cheng,2021
13: Loyalists And Their Legacy,David Thomas,2021
13: Loyalists And Their Legacy,J. Patrick Mullins,2021
13: Loyalists And Their Legacy,Edward Larkin,2021
14: Roundtable: The Color Of Justice: A Roundtable,Sally Hadden,2021
14: Roundtable: The Color Of Justice: A Roundtable,Desmond Jagmohan,2021
14: Roundtable: The Color Of Justice: A Roundtable,Nicole Mansfield Wright,2021
14: Roundtable: The Color Of Justice: A Roundtable,Geneva Smith,2021
14: Roundtable: The Color Of Justice: A Roundtable,Evan Turiano,2021
15: Creating Protestant Saints: Female Icons In,Mary Kupiec Cayton,2021
15: Creating Protestant Saints: Female Icons In,Elise Leal,2021
15: Creating Protestant Saints: Female Icons In,Christopher Allison,2021
15: Creating Protestant Saints: Female Icons In,Ashley E. Moreshead,2021
15: Creating Protestant Saints: Female Icons In,Lucia Mcmahon,2021
"16: Roundtable: Sources, Methods,",Amanda Moniz,2021
"16: Roundtable: Sources, Methods,",Benjamin Bankhurst,2021
"16: Roundtable: Sources, Methods,",Sabrina Bocanegra,2021
"16: Roundtable: Sources, Methods,",Peter J. Kastor,2021
"16: Roundtable: Sources, Methods,","Bayard Miller,",2021
"16: Roundtable: Sources, Methods,","Kyle Roberts,",2021
"The Republic At 40: The Past, Present, And",Mary Beth Norton,2021
"The Republic At 40: The Past, Present, And",Linda Kerber,2021
"The Republic At 40: The Past, Present, And",Charlene Boyer Lewis,2021
"The Republic At 40: The Past, Present, And",Jacqueline Beatty,2021
"The Republic At 40: The Past, Present, And",Lauren Duval,2021
"The Republic At 40: The Past, Present, And",Maeve Kane,2021
"The Republic At 40: The Past, Present, And",Adam Mcneil,2021
18: Roundtable: Rethinking The Federalist Party:,Ronald Angelo Johnson,2021
18: Roundtable: Rethinking The Federalist Party:,Katlyn Carter,2021
18: Roundtable: Rethinking The Federalist Party:,Nora Slonimsky,2021
18: Roundtable: Rethinking The Federalist Party:,David Houpt,2021
18: Roundtable: Rethinking The Federalist Party:,Asaf Almog,2021
18: Roundtable: Rethinking The Federalist Party:,Wendy Wong Schirmer,2021
18: Roundtable: Rethinking The Federalist Party:,Philipp Ziesche,2021
19: The Extraterritorial Early Republic:,Consulates,2021
19: The Extraterritorial Early Republic:,Simeon Simeonov,2021
19: The Extraterritorial Early Republic:,Katrina Ponti,2021
19: The Extraterritorial Early Republic:,Lawrence Peskin,2021
19: The Extraterritorial Early Republic:,Simeon Simeonov,2021
19: The Extraterritorial Early Republic:,Nicole M. Phelps,2021
20: Scholarly Organizations And Diversity,Amy Greenberg,2021
20: Scholarly Organizations And Diversity,Ashley Farmer,2021
20: Scholarly Organizations And Diversity,Cassandra Good,2021
20: Scholarly Organizations And Diversity,Ryan Quintana,2021
20: Scholarly Organizations And Diversity,Virginia Scharff,2021
21: Consensus And Congestion: Early Republican,Chris Beneke,2021
21: Consensus And Congestion: Early Republican,Sarah Barringer Gordon,2021
21: Consensus And Congestion: Early Republican,Dana Wiggins Logan,2021
21: Consensus And Congestion: Early Republican,Jeffery Thomas Perry,2021
21: Consensus And Congestion: Early Republican,Chris Beneke,2021
22: Communities And Social Networks In The Early,Jessica Choppin Roney,2021
22: Communities And Social Networks In The Early,Courtney Joseph,2021
22: Communities And Social Networks In The Early,Carl Robert Keyes,2021
22: Communities And Social Networks In The Early,Angela Keysor,2021
22: Communities And Social Networks In The Early,Brenna Holland,2021
22: Communities And Social Networks In The Early,Jessica Choppin Roney,2021
"23: Local Officials, Legal Professionalization, And",Kristin O’brassill-kulfan,2021
"23: Local Officials, Legal Professionalization, And",Sung Yup Kim,2021
"23: Local Officials, Legal Professionalization, And",Nicole Breault,2021
"23: Local Officials, Legal Professionalization, And",Chad Holmes,2021
"23: Local Officials, Legal Professionalization, And",Kristin O,2021
"24: The Partisan Press: Abolitionism, Populism, And",Jeffrey L. Pasley,2021
"24: The Partisan Press: Abolitionism, Populism, And",Frank J. Cirillo,2021
"24: The Partisan Press: Abolitionism, Populism, And",Laura Ellyn Smith,2021
"24: The Partisan Press: Abolitionism, Populism, And",Michael E. Woods,2021
"24: The Partisan Press: Abolitionism, Populism, And",Rachel A. Shelden,2021
25: Roundtable: Washington’s Many Afterlives In,Scott Casper,2021
25: Roundtable: Washington’s Many Afterlives In,John C. Winters,2021
25: Roundtable: Washington’s Many Afterlives In,Cassandra Good,2021
25: Roundtable: Washington’s Many Afterlives In,Lydia Mattice Brandt,2021
25: Roundtable: Washington’s Many Afterlives In,Jill Vaum Rothschild,2021
25: Roundtable: Washington’s Many Afterlives In,Derek Kane O’leary,2021
26: Speaking Ill Of The Dead: Writing Appealing,Will Mackintosh,2021
26: Speaking Ill Of The Dead: Writing Appealing,Carolyn Eastman,2021
26: Speaking Ill Of The Dead: Writing Appealing,Monica Najar,2021
26: Speaking Ill Of The Dead: Writing Appealing,Susan Johnson,2021
27: Roundtable: The Early Republic And The Pacific,Konstantin Dierks,2021
27: Roundtable: The Early Republic And The Pacific,Kariann Akemi Yokota,2021
27: Roundtable: The Early Republic And The Pacific,Dael Norwood,2021
27: Roundtable: The Early Republic And The Pacific,Minami Nishioka,2021
27: Roundtable: The Early Republic And The Pacific,Amanda Hendrix-komoto,2021
28: Classical Perceptions Of Liberty In The American,Catherine E. Kelly,2021
28: Classical Perceptions Of Liberty In The American,Daniel R. Moy,2021
28: Classical Perceptions Of Liberty In The American,Cho-chien Feng,2021
28: Classical Perceptions Of Liberty In The American,Camille Davis,2021
28: Classical Perceptions Of Liberty In The American,Edward Larkin,2021
29: Roundtable: Reflections On Teaching Never,Tamika Nunley,2021
29: Roundtable: Reflections On Teaching Never,Catherine Adams,2021
29: Roundtable: Reflections On Teaching Never,Christian Ayne Crouch,2021
29: Roundtable: Reflections On Teaching Never,Courtney Joseph,2021
30: Nature And Place: Community Building And,Steven Carl Smith,2021
30: Nature And Place: Community Building And,Adam Costanzo,2021
30: Nature And Place: Community Building And,Susan Branson,2021
30: Nature And Place: Community Building And,Anne Marie Martin,2021
30: Nature And Place: Community Building And,William Wagner,2021
30: Nature And Place: Community Building And,Bret E. Carroll,2021
31: The Dakota Nation Confronts American,Gwen Westerman,2021
31: The Dakota Nation Confronts American,Linda M. Clemmons,2021
31: The Dakota Nation Confronts American,John R. Legg,2021
31: The Dakota Nation Confronts American,Jameson Sweet,2021
32: Family And Property In The Early Republic,Maeve Kane,2021
32: Family And Property In The Early Republic,Mandy L. Cooper,2021
32: Family And Property In The Early Republic,Carrie Glenn,2021
32: Family And Property In The Early Republic,Lindsay Keiter,2021
32: Family And Property In The Early Republic,Anna Leigh Todd,2021
32: Family And Property In The Early Republic,Maeve Kane,2021
33: Roundtable: Settler Colonialism And Popular,Stephen Aron,2021
33: Roundtable: Settler Colonialism And Popular,Michael Blaakman,2021
33: Roundtable: Settler Colonialism And Popular,Whitney Martinko,2021
33: Roundtable: Settler Colonialism And Popular,Honor Sachs,2021
33: Roundtable: Settler Colonialism And Popular,Anne Twitty,2021
33: Roundtable: Settler Colonialism And Popular,Michael Witgen,2021
34: Roundtable: Animals And The Environment In,Etienne Benson,2021
34: Roundtable: Animals And The Environment In,Abraham Gibson,2021
34: Roundtable: Animals And The Environment In,Jason Herbert,2021
34: Roundtable: Animals And The Environment In,Lindsay Marshall,2021
34: Roundtable: Animals And The Environment In,Whitney Barlow Robles,2021
34: Roundtable: Animals And The Environment In,Jeremy Zallen,2021
35: The Many Meanings Of Migration,Kristen Tegtmeier Oertel,2021
35: The Many Meanings Of Migration,J.T. Jamieson,2021
35: The Many Meanings Of Migration,Kaelyn Grace Apple,2021
35: The Many Meanings Of Migration,Patrick Luck,2021
35: The Many Meanings Of Migration,Kristen Tegtmeier Oertel,2021
36: Peace And Violence In The 19th Century Native,Kathleen Duval,2021
36: Peace And Violence In The 19th Century Native,Bryan C. Rindfleisch,2021
36: Peace And Violence In The 19th Century Native,Jeff Washburn,2021
36: Peace And Violence In The 19th Century Native,Creek Indians,2021
36: Peace And Violence In The 19th Century Native,Jennifer Mccutchen,2021
36: Peace And Violence In The 19th Century Native,Julie Reed,2021
37: The Archives Of The Founding In The Digital Age,Holly Rine,2021
37: The Archives Of The Founding In The Digital Age,William Ewald,2021
37: The Archives Of The Founding In The Digital Age,Neal Millikan,2021
37: The Archives Of The Founding In The Digital Age,Nicholas Cole,2021
37: The Archives Of The Founding In The Digital Age,Holly Rine,2021
38: Transnational Histories Of Atlantic Revolution,Jorge Cañizares-esguerra,2021
38: Transnational Histories Of Atlantic Revolution,Ashli White,2021
38: Transnational Histories Of Atlantic Revolution,Jesús Guillermo Ruiz,2021
38: Transnational Histories Of Atlantic Revolution,Nathan Perl-rosenthal,2021
38: Transnational Histories Of Atlantic Revolution,Brian Delay,2021
38: Transnational Histories Of Atlantic Revolution,Janet Polasky,2021
39: Roundtable: The Present And Future Histories,Manisha Sinha,2021
39: Roundtable: The Present And Future Histories,Alice Baumgartner,2021
39: Roundtable: The Present And Future Histories,Graham Hodges,2021
39: Roundtable: The Present And Future Histories,Amy Murrell Taylor,2021
40: Thermometer At Sunrise: Digitizing,James P. Mcclure,2021
40: Thermometer At Sunrise: Digitizing,Alison E. Dolbier,2021
40: Thermometer At Sunrise: Digitizing,Bayard Miller,2021
40: Thermometer At Sunrise: Digitizing,Jennifer E. Stertzer,2021
40: Thermometer At Sunrise: Digitizing,Daniel Druckenbrod,2021
40: Thermometer At Sunrise: Digitizing,Jason Hauser,2021
"41: Roundtable: Capitalism, Class, Race, And Gender",Seminoles,2021
"41: Roundtable: Capitalism, Class, Race, And Gender",Sam Watson,2021
"41: Roundtable: Capitalism, Class, Race, And Gender",Lindsay Schakenbach Regele,2021
"41: Roundtable: Capitalism, Class, Race, And Gender",John Wendt,2021
"41: Roundtable: Capitalism, Class, Race, And Gender",Justine Meberg,2021
"41: Roundtable: Capitalism, Class, Race, And Gender",John W. Hall,2021
"42: Northern Free Labor Ideology, And The Making",Corey Brooks,2021
"42: Northern Free Labor Ideology, And The Making",Servitude,2021
"42: Northern Free Labor Ideology, And The Making",John N. Blanton,2021
"42: Northern Free Labor Ideology, And The Making",Kellen Heniford,2021
"42: Northern Free Labor Ideology, And The Making",Lucien Holness,2021
"42: Northern Free Labor Ideology, And The Making",Andrew K. Diemer,2021
43: Money Made American: New Approaches To,Hannah Farber,2021
43: Money Made American: New Approaches To,Katie Moore,2021
43: Money Made American: New Approaches To,Jonah Estess,2021
43: Money Made American: New Approaches To,William M. Gouge,2021
43: Money Made American: New Approaches To,Ann Daly,2021
43: Money Made American: New Approaches To,Andrew Edwards,2021
43: Money Made American: New Approaches To,Hannah Farber,2021
44: Technology And Naval Power In The Early,Donald C. Jackson,2021
44: Technology And Naval Power In The Early,Rhonda Barlow,2021
44: Technology And Naval Power In The Early,Alex Roland,2021
44: Technology And Naval Power In The Early,Andrew B. Fagal,2021
44: Technology And Naval Power In The Early,Roger A. Bailey,2021
44: Technology And Naval Power In The Early,Donald C. Jackson,2021
"45: Roundtable On Public History, Today And",Whitney Nell Stewart,2021
"45: Roundtable On Public History, Today And",Sheila Arnold,2021
"45: Roundtable On Public History, Today And",George Ironstrack,2021
"45: Roundtable On Public History, Today And",Cameron Shriver,2021
"45: Roundtable On Public History, Today And",Sharon Leon,2021
"45: Roundtable On Public History, Today And",Alison Mann,2021
"45: Roundtable On Public History, Today And",Diplomacy,2021
"45: Roundtable On Public History, Today And",Kyera Singleton,2021
46: Roundtable: Race And Religion: The View From,Ben Wright,2021
46: Roundtable: Race And Religion: The View From,Jessica Criales,2021
46: Roundtable: Race And Religion: The View From,Alexis Wells-oghoghomeh,2021
46: Roundtable: Race And Religion: The View From,Kathryn Gin Lum,2021
46: Roundtable: Race And Religion: The View From,Michael Baysa,2021
47: From Enchantment To Distress: Revisiting,Maxime Dagenais,2021
47: From Enchantment To Distress: Revisiting,Julien Maudit,2021
47: From Enchantment To Distress: Revisiting,Eric R. Schlereth,2021
48: Antebellum Politics Of Death,Erik Seeman,2021
48: Antebellum Politics Of Death,Joy Giguere,2021
48: Antebellum Politics Of Death,Sarah Keyes,2021
48: Antebellum Politics Of Death,Jamie Warren,2021
48: Antebellum Politics Of Death,Erik Seeman,2021
49: The Diverse Intellectual Worlds Of Black And,Kellie Carter Jackson,2021
49: The Diverse Intellectual Worlds Of Black And,Kabria Baumgartner,2021
49: The Diverse Intellectual Worlds Of Black And,Eric Herschthal,2021
49: The Diverse Intellectual Worlds Of Black And,Bailey Yellen,2021
49: The Diverse Intellectual Worlds Of Black And,Richard Newman,2021
50: Perspectives On Purchasing Freedom,Justene Hill Edwards,2021
50: Perspectives On Purchasing Freedom,Craig Thompson Friend,2021
50: Perspectives On Purchasing Freedom,Angela F. Murphy,2021
50: Perspectives On Purchasing Freedom,Julia Wallace Bernier,2021
50: Perspectives On Purchasing Freedom,Justene Hill Edwards,2021
51: Echoes Of Violence: Memories Of Massacres On,Daniel Mandell,2021
51: Echoes Of Violence: Memories Of Massacres On,Gnadenhutten,2021
51: Echoes Of Violence: Memories Of Massacres On,Karin L. Huebner,2021
51: Echoes Of Violence: Memories Of Massacres On,Michael D. Block,2021
51: Echoes Of Violence: Memories Of Massacres On,Carroll P. Kakel,2021
51: Echoes Of Violence: Memories Of Massacres On,Susan Sleeper Smith,2021
52: Reflections On 19th-century Inter-american,Michel Gobat,2021
52: Reflections On 19th-century Inter-american,Lina Del Castillo,2021
52: Reflections On 19th-century Inter-american,Nicolás Alejandro González Quintero,2021
52: Reflections On 19th-century Inter-american,Kyle Jackson,2021
52: Reflections On 19th-century Inter-american,Alexander Chaparro-silva,2021
52: Reflections On 19th-century Inter-american,Caitlin Fitz,2021
"53: Roundtable: Care: A Roundtable On Concepts,",Archives,2021
"53: Roundtable: Care: A Roundtable On Concepts,",Sarah Knott,2021
"53: Roundtable: Care: A Roundtable On Concepts,",Alexandra Finley,2021
"53: Roundtable: Care: A Roundtable On Concepts,",Sara E. Johnson,2021
"53: Roundtable: Care: A Roundtable On Concepts,",R.J. Knight,2021
"53: Roundtable: Care: A Roundtable On Concepts,",Elise A. Mitchell,2021
54: Democratic Intolerance: Illiberal Foundations,Sophia Rosenfeld,2021
54: Democratic Intolerance: Illiberal Foundations,Matthew Rainbow Hale,2021
54: Democratic Intolerance: Illiberal Foundations,Shira Lurie,2021
54: Democratic Intolerance: Illiberal Foundations,Max Matherne,2021
54: Democratic Intolerance: Illiberal Foundations,Sophia Rosenfeld,2021
55: Poor Children In Early Republic Cities,Gabriel Loiacono,2021
55: Poor Children In Early Republic Cities,Ruth Wallis Herndon,2021
55: Poor Children In Early Republic Cities,Kristin O’brassill-kulfan,2021
55: Poor Children In Early Republic Cities,Lisa Rose Lamson,2021
55: Poor Children In Early Republic Cities,Gabriel Loiacono,2021
56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Laura Edwards,2021
56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Kabria Baumgartner,2021
56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Christopher Bonner,2021
56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Paul J. Polgar,2021
56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Alaina E. Roberts,2021
56: New Histories Of Black Citizenship: A State-ofthe-field Roundtable,Derrick R. Spires,2021
57: Roundtable: Political Structures And The,David Waldstreicher,2021
57: Roundtable: Political Structures And The,Frank Towers,2021
57: Roundtable: Political Structures And The,Kate Masur,2021
57: Roundtable: Political Structures And The,Andrew W. Robertson,2021
57: Roundtable: Political Structures And The,Graduate Center,2021
57: Roundtable: Political Structures And The,Rosmarie Zagarri,2021
"58: Race, Class, And Construction Labor: A",Bryan E. Norwood,2021
"58: Race, Class, And Construction Labor: A",Catherine W. Bishir,2021
"58: Race, Class, And Construction Labor: A",Tara A. Dudley,2021
"58: Race, Class, And Construction Labor: A",Kenneth Hafertepe,2021
"58: Race, Class, And Construction Labor: A",Jonah Rowen,2021
59: Latin America & The Transformation Of The U.S.,Paul Gilje,2021
59: Latin America & The Transformation Of The U.S.,Caitlin Fitz,2021
59: Latin America & The Transformation Of The U.S.,Fabrício Prado,2021
59: Latin America & The Transformation Of The U.S.,Tyson Reeder,2021
60: Shearites Confront Covid,Emily Conroy-krutz,2021
60: Shearites Confront Covid,Johann Neem,2021
60: Shearites Confront Covid,Andrew Shankman,2021
60: Shearites Confront Covid,Susan Ferber,2021
60: Shearites Confront Covid,Stacey Robertson,2021
60: Shearites Confront Covid,Paul Erickson,2021
1: President’s Plenary: Violence As Politics,Joanne Freeman,2022
1: President’s Plenary: Violence As Politics,Christopher Bonner,2022
1: President’s Plenary: Violence As Politics,Caitlin Fitz,2022
1: President’s Plenary: Violence As Politics,Ronald Angelo Johnson,2022
1: President’s Plenary: Violence As Politics,Woody Holton,2022
1: President’s Plenary: Violence As Politics,Erika Paniéxico,2022
1: President’s Plenary: Violence As Politics,Joshua Rothman,2022
1: President’s Plenary: Violence As Politics,Manisha Sinha,2022
1: President’s Plenary: Violence As Politics,Christina Snyder,2022
2: Roundtable: Writing As Righting: Doing,Shira Lurie,2022
2: Roundtable: Writing As Righting: Doing,Kellen Heniford,2022
2: Roundtable: Writing As Righting: Doing,Adam Mcneil,2022
2: Roundtable: Writing As Righting: Doing,Nicole Schroeder,2022
"3: Roundtable: Creating Connections, Telling",Jody Lynn Allen,2022
"3: Roundtable: Creating Connections, Telling",Janice Canaday,2022
"3: Roundtable: Creating Connections, Telling",Robert Watson,2022
"3: Roundtable: Creating Connections, Telling",Ibrahima Seck,2022
"3: Roundtable: Creating Connections, Telling",Kristin Gallas,2022
"3: Roundtable: Creating Connections, Telling",Heidi Hill,2022
"4: Induced Abortions Before 1860: Publicity, The",Amy S. Greenberg,2022
"4: Induced Abortions Before 1860: Publicity, The",C. Brooke Lansing,2022
"4: Induced Abortions Before 1860: Publicity, The",Patricia Cline Cohen,2022
"4: Induced Abortions Before 1860: Publicity, The",April R. Haynes,2022
5: Roundtable: Writing Family History:,Subjects,2022
5: Roundtable: Writing Family History:,Nemata Blyden,2022
5: Roundtable: Writing Family History:,Warren Eugene Milteer Jr.,2022
5: Roundtable: Writing Family History:,R. Isabela Morales,2022
5: Roundtable: Writing Family History:,Honor Sachs,2022
5: Roundtable: Writing Family History:,William Thomas,2022
6: Enslaver Capitalism And The Growth Of,Kelly M. Kennington,2022
6: Enslaver Capitalism And The Growth Of,Sharon Ann Murphy,2022
6: Enslaver Capitalism And The Growth Of,Daniel Ferrell,2022
